column1_charwithnull,column2_char,column3_cat1,column4_cat2,column5_int,column6_formula
Y,Y,SS,A+,447,6588.153846153846
,Y,COMP,A,849,24227.0
,N,SS,A,2226,816.0
,N,SS,A+,2592,29606.0
Y,Y,COMP,A+,655,18115.0
N,Y,SS,B,891,27870.0
N,Y,COMP,B,796,37414.5
,Y,SS,G,2328,4874.555555555556
N,Y,COMP,G,2727,28988.333333333332
,Y,COMP,G,209,11454.153846153846
,N,COMP,B,930,24870.428571428572
,Y,COMP,G,2614,50757.0
Y,N,COMP,B,1511,11764.0
Y,N,SS,B,2179,4321.181818181818
,Y,SS,A+,2113,2710.0666666666666
N,N,COMP,A+,202,14320.8
,Y,SS,G,2360,18284.0
N,N,SS,B,1160,5060.923076923077
Y,Y,SS,A+,241,192706.0
,N,COMP,A+,1760,3430.714285714286
N,N,COMP,G,562,42021.0
,Y,SS,A,1906,87230.5
N,N,SS,A+,2684,1901.6666666666667
,Y,SS,B,1814,18287.75
,N,COMP,B,2286,88990.66666666667
Y,N,SS,G,2468,12910.8
Y,Y,SS,A+,894,235071.0
,N,SS,A,1858,10366.727272727272
Y,Y,SS,A,1526,12177.8
,N,COMP,A,777,66358.0
Y,N,SS,G,527,51938.0
Y,N,COMP,G,2454,52359.4
,Y,SS,G,1492,6548.5
N,N,COMP,A,1804,1301.5
Y,Y,SS,G,1475,3363.733333333333
Y,Y,COMP,A+,1801,43676.166666666664
N,Y,SS,A,2148,10687.846153846154
,N,COMP,B,791,25776.636363636364
,N,COMP,B,171,847.8571428571429
,Y,SS,G,1259,10189.76923076923
,Y,SS,B,1638,12039.07142857143
Y,N,SS,A+,307,15705.785714285714
Y,N,COMP,G,1487,11134.916666666666
N,Y,SS,A+,2015,16541.466666666667
Y,N,COMP,G,945,132064.5
,Y,SS,A,1845,19930.416666666668
N,Y,COMP,A+,892,225470.0
,Y,COMP,A+,2328,18421.25
Y,N,COMP,B,1567,19520.75
Y,N,SS,G,1101,29580.666666666668
,Y,COMP,A+,1279,1086.3076923076924
,Y,COMP,B,79,8766.111111111111
Y,Y,COMP,B,1933,7470.833333333333
N,N,SS,A+,2519,24583.8
N,Y,COMP,A+,841,2286.4
,Y,SS,A,1232,14240.888888888889
,Y,COMP,B,1912,39412.6
Y,N,SS,G,357,21346.636363636364
N,Y,SS,A,1939,16863.733333333334
,N,COMP,B,1775,56563.333333333336
Y,Y,COMP,A,1610,89204.33333333333
N,N,COMP,B,178,170023.0
Y,N,COMP,G,2224,9645.5
Y,Y,SS,G,2244,24426.0
,N,SS,A+,1937,21872.1
N,Y,SS,G,948,10910.714285714286
N,Y,COMP,G,644,21447.0
Y,Y,SS,G,1560,9057.0
Y,N,COMP,A+,1675,1307.3333333333333
,Y,SS,B,2447,15400.076923076924
Y,Y,COMP,A,1980,38331.166666666664
Y,N,SS,A,1160,11031.142857142857
Y,Y,COMP,G,1395,12881.466666666667
Y,N,COMP,A+,1529,3036.0
,Y,SS,G,1223,2530.4545454545455
N,N,SS,G,926,22326.11111111111
,Y,SS,B,855,2079.3
N,Y,COMP,A,1753,37514.2
,N,SS,G,2354,20471.727272727272
Y,N,COMP,A,1472,7282.5
N,N,SS,B,933,3168.0
,Y,COMP,A+,1,15653.333333333334
Y,N,COMP,G,1783,43981.0
N,N,SS,B,2406,10034.333333333334
,Y,COMP,G,1250,13284.1
N,N,COMP,A,1517,35806.333333333336
Y,Y,COMP,B,1421,225804.0
Y,N,SS,A,2370,9878.666666666666
N,N,COMP,G,2017,22362.666666666668
N,N,COMP,B,680,12758.0
N,Y,COMP,G,1554,4758.625
Y,N,COMP,A,27,30072.666666666668
N,Y,COMP,A,312,29558.9
Y,N,SS,B,1145,36011.125
,N,SS,A+,2200,8785.733333333334
,Y,SS,A+,2322,11914.733333333334
Y,Y,SS,A,1520,22093.53846153846
Y,Y,SS,A,2502,54344.25
N,N,COMP,A,224,23417.75
N,Y,SS,A,2059,65340.0
,N,COMP,A,1976,2122.769230769231
Y,Y,SS,B,1310,76212.33333333333
N,Y,COMP,A+,1690,49571.833333333336
N,N,COMP,A+,799,34094.625
N,N,COMP,A,44,2570.5714285714284
,N,COMP,A,1825,91140.0
N,N,SS,A,1894,15431.1
N,Y,COMP,A+,2751,47389.833333333336
Y,Y,SS,B,2412,19281.0
N,N,COMP,B,1099,70102.0
,N,SS,A+,2145,32611.88888888889
N,N,SS,A+,1386,60510.25
N,Y,COMP,A+,2620,20944.0
N,N,COMP,A+,507,1100.6363636363637
N,N,COMP,A+,2488,39151.0
,N,COMP,B,954,111682.0
N,N,COMP,A,2636,20786.76923076923
,N,SS,G,617,46336.5
Y,N,SS,A+,177,15301.153846153846
,N,SS,A+,2057,23733.625
Y,Y,COMP,A,2234,80859.0
Y,Y,SS,B,455,9326.3
,Y,SS,G,1501,14437.181818181818
N,Y,COMP,A,2481,21262.928571428572
,N,COMP,B,2046,13347.5
,Y,SS,G,1082,24664.18181818182
Y,N,COMP,A,1318,86400.0
N,N,SS,A,1919,28106.4
N,N,COMP,A,1681,20259.9
Y,N,SS,A+,620,34592.57142857143
N,Y,SS,B,1816,75536.33333333333
Y,N,COMP,A,1793,16756.416666666668
,N,SS,B,1725,1156.4444444444443
Y,Y,COMP,A,681,3469.75
Y,Y,SS,A+,1289,40683.0
Y,N,COMP,B,2087,5011.6
N,Y,COMP,G,177,56051.0
Y,Y,SS,B,2358,8306.4
N,N,SS,B,2523,14147.75
,N,COMP,A+,431,53417.333333333336
Y,Y,COMP,A+,2311,8421.5
Y,Y,SS,A,2761,9650.857142857143
,Y,SS,G,1954,3045.875
N,N,SS,A,1527,47069.75
Y,N,SS,A+,940,11771.818181818182
,N,SS,B,117,27807.833333333332
N,Y,COMP,A+,991,19374.125
,N,COMP,B,145,8299.0
,N,SS,A+,1495,4589.333333333333
,N,SS,G,1152,2401.5
N,N,COMP,A+,1927,38378.0
,Y,COMP,A+,722,21521.636363636364
Y,N,COMP,G,228,8452.8
Y,N,COMP,A+,623,6792.090909090909
,N,COMP,G,581,251805.0
,Y,SS,A,1945,29314.0
,Y,SS,G,155,1100.5
,N,SS,A+,1583,30740.333333333332
,N,SS,A,235,28452.666666666668
N,N,SS,A+,2693,19856.0
,N,SS,A+,1123,288096.0
Y,Y,COMP,A+,2509,1068.8
N,Y,COMP,A+,2046,91596.33333333333
,N,COMP,A,2257,609.5555555555555
,Y,COMP,G,2411,130421.0
,N,SS,A,2408,20838.25
,Y,SS,G,1234,229966.0
,N,SS,A,806,5693.5
Y,N,COMP,A,699,22541.090909090908
Y,N,COMP,G,222,76219.5
N,N,SS,B,2521,6794.285714285715
Y,Y,COMP,G,786,22796.8
,Y,COMP,A+,1365,9663.375
,N,COMP,A,674,22790.0
N,Y,SS,A,2320,52614.0
,N,COMP,A+,686,7238.4
Y,Y,SS,A,2242,34232.2
N,N,COMP,G,2554,24320.416666666668
Y,Y,COMP,B,1975,32913.125
,Y,COMP,A,625,23510.5
N,N,COMP,A+,2405,28264.5
N,N,COMP,A+,1544,41666.8
N,Y,SS,G,2526,26996.272727272728
,Y,SS,A,2087,29206.0
,Y,COMP,G,2140,12654.75
N,Y,SS,A,1676,6697.083333333333
N,N,COMP,A+,987,24716.545454545456
Y,Y,COMP,A+,2726,84350.5
N,Y,COMP,A+,1881,21379.0
,N,SS,G,2305,23938.0
Y,Y,SS,G,576,99497.66666666667
,N,COMP,B,1409,14868.181818181818
N,Y,COMP,G,1174,17582.25
,N,COMP,A+,99,116939.0
Y,Y,COMP,A+,764,30716.0
N,N,COMP,A,1369,145977.0
N,Y,SS,G,2449,35808.857142857145
Y,Y,COMP,B,1331,6804.2
Y,Y,SS,A+,503,24827.0
,N,COMP,A,858,18541.0
Y,N,SS,A+,41,8037.428571428572
,Y,SS,B,2120,213926.0
N,N,SS,A,1291,19028.5
Y,Y,SS,B,815,59106.0
Y,Y,COMP,B,2684,6418.692307692308
,N,SS,A+,1463,17643.5
Y,Y,COMP,A+,1754,55376.0
,N,COMP,G,428,10312.5
N,Y,COMP,A,83,7866.923076923077
Y,Y,SS,G,834,28316.5
Y,Y,COMP,A,2173,12495.714285714286
,N,COMP,A+,1794,15405.4
,Y,SS,B,1859,44572.0
,Y,COMP,G,772,35825.166666666664
Y,Y,COMP,A,2743,2274.0
Y,Y,COMP,B,2356,29471.85714285714
Y,Y,SS,B,1640,3423.25
Y,Y,COMP,A,1154,16593.0
Y,Y,SS,A,2557,20382.46153846154
N,N,SS,B,2450,23398.5
Y,Y,COMP,B,123,39196.71428571428
,Y,SS,B,1313,20890.9
N,Y,COMP,G,1719,11518.166666666666
Y,Y,SS,A,2449,1160.1666666666667
Y,N,SS,G,306,241565.0
Y,N,COMP,A,88,25424.0
N,N,COMP,A+,2234,1685.1
N,Y,SS,G,1393,21998.625
N,N,COMP,A,1604,5511.785714285715
,Y,SS,G,637,25740.2
,N,SS,A+,2550,37154.8
Y,Y,SS,G,2559,6335.6
N,Y,SS,G,618,24529.833333333332
,N,COMP,A+,1328,7842.214285714285
Y,Y,COMP,A,1597,4589.076923076923
,Y,SS,G,1130,24521.545454545456
Y,N,COMP,G,1283,24636.666666666668
,Y,COMP,A,1732,4357.785714285715
Y,Y,COMP,G,739,19648.23076923077
N,Y,SS,A+,2106,81589.0
,N,SS,B,1041,1307.5
,N,COMP,B,2726,14259.625
Y,Y,COMP,A+,2223,28759.777777777777
N,Y,COMP,A+,2106,56030.0
N,N,SS,G,1863,40107.0
Y,Y,SS,A+,1336,44002.0
Y,Y,COMP,G,1050,6221.833333333333
N,N,COMP,A,629,40251.71428571428
Y,N,SS,B,593,43790.2
Y,Y,COMP,A,994,13887.75
,N,SS,G,779,17177.0
,N,COMP,A,1456,1421.6923076923076
N,Y,COMP,G,1778,19993.1
,N,SS,G,607,13784.5
Y,Y,COMP,A,1141,55061.4
Y,N,SS,B,1132,867.0
Y,Y,SS,A+,562,17761.0
N,Y,SS,B,445,6916.285714285715
Y,Y,SS,B,462,53327.5
,N,SS,B,265,9488.42857142857
N,N,SS,A,2606,14147.142857142857
Y,Y,COMP,G,557,14201.0
Y,Y,COMP,A,69,14707.625
Y,N,SS,A,1631,39302.0
,N,SS,A+,2318,25695.714285714286
N,Y,COMP,B,2134,13280.2
,Y,SS,B,2173,5767.307692307692
N,N,COMP,A,1530,11824.083333333334
Y,Y,SS,A,1305,22282.666666666668
,N,SS,G,1322,35266.28571428572
N,Y,COMP,A+,1888,4787.583333333333
,Y,COMP,A,2755,30133.875
Y,Y,SS,A,2325,15480.272727272728
,N,SS,B,2104,12082.642857142857
Y,N,SS,B,490,21192.11111111111
N,N,COMP,A,817,23297.777777777777
Y,N,SS,A,2249,13752.153846153846
N,N,COMP,G,1367,42298.5
,Y,SS,G,1275,68057.0
N,N,SS,B,674,5442.4
N,Y,SS,B,2653,19059.923076923078
N,N,SS,A+,1953,129531.5
Y,N,COMP,A,153,24263.916666666668
N,N,COMP,G,698,18629.8
N,N,COMP,B,1530,28220.88888888889
Y,N,SS,A,666,25515.444444444445
Y,Y,COMP,G,2304,142513.5
,Y,COMP,B,740,20525.9
Y,N,SS,A,1708,69466.5
,Y,COMP,G,2589,40836.5
,N,SS,G,1916,14373.285714285714
Y,N,COMP,B,2157,12186.90909090909
N,N,SS,A,87,3038.625
Y,Y,SS,A+,1287,17664.333333333332
Y,N,SS,A,2575,37991.0
Y,Y,COMP,G,1576,66375.0
N,Y,COMP,B,1473,10024.5
,Y,COMP,B,916,9167.42857142857
Y,Y,SS,A,673,25243.125
Y,Y,COMP,G,2103,19448.0
Y,Y,COMP,G,2080,49853.2
,Y,SS,B,2112,17141.363636363636
,N,COMP,G,463,98914.0
,N,COMP,G,411,16729.636363636364
N,N,SS,A,580,588.2
Y,Y,SS,B,388,14073.333333333334
,N,COMP,A,316,101498.5
N,Y,COMP,A+,1800,11047.6
N,Y,SS,A,378,14212.214285714286
N,Y,COMP,A,430,14812.285714285714
Y,Y,SS,B,236,12315.833333333334
N,Y,COMP,A+,1255,21268.5
N,N,SS,B,459,8223.222222222223
,Y,SS,G,1794,15881.5
N,Y,SS,B,2524,94382.33333333333
Y,N,SS,B,2711,12444.083333333334
Y,Y,COMP,A,815,18765.222222222223
Y,N,SS,A+,1167,6588.615384615385
Y,N,SS,A,1627,19565.714285714286
Y,Y,SS,G,1268,31823.5
Y,Y,SS,B,423,55789.5
Y,Y,SS,A+,323,3906.5
,N,COMP,A,1419,17190.133333333335
N,Y,SS,A,816,7716.333333333333
Y,N,COMP,G,372,11727.222222222223
Y,N,COMP,A,2497,3673.75
N,N,SS,G,382,254532.0
,Y,COMP,B,2768,3024.3333333333335
Y,Y,SS,G,1869,82958.66666666667
,Y,COMP,A,2211,28575.714285714286
,Y,SS,B,684,26099.571428571428
,Y,COMP,A,1259,35907.5
Y,Y,COMP,A+,440,33383.28571428572
,Y,COMP,B,590,27681.428571428572
N,N,COMP,G,1090,31647.333333333332
,N,SS,G,1339,24834.2
,N,SS,A+,250,10795.214285714286
N,Y,SS,G,2413,54023.333333333336
,N,COMP,B,2504,22107.88888888889
,Y,COMP,G,67,18065.466666666667
Y,N,SS,A,1686,98659.5
Y,N,SS,A,2451,22129.2
Y,Y,SS,A+,139,15138.0
N,Y,SS,B,2049,86705.66666666667
N,N,SS,G,1009,12753.833333333334
,N,SS,A,2197,22655.0
,Y,SS,G,1290,18896.166666666668
Y,N,COMP,A+,1515,126991.0
,Y,COMP,B,1373,14168.9
N,N,COMP,B,198,48902.25
N,N,COMP,B,68,16829.0
Y,N,SS,A+,91,1142.923076923077
,Y,SS,A,2425,16337.5
Y,N,COMP,B,2125,1741.7692307692307
N,Y,SS,A,1278,11833.333333333334
Y,Y,SS,G,1244,21024.18181818182
Y,Y,COMP,A+,1267,12235.6
,N,SS,A,2265,9923.416666666666
N,N,COMP,G,1829,124191.0
N,Y,SS,G,2348,7231.4
Y,Y,SS,A+,2270,22496.076923076922
N,N,SS,G,2018,17758.785714285714
,Y,COMP,A+,854,34492.5
Y,N,SS,A,153,96130.0
Y,N,SS,B,1540,12862.357142857143
,N,COMP,A+,1624,11647.818181818182
Y,Y,COMP,A,1823,1925.6923076923076
Y,Y,SS,A,672,4885.7
N,Y,SS,B,2563,9597.916666666666
N,N,COMP,A+,776,27754.875
,Y,SS,B,2205,41876.833333333336
N,Y,SS,A,1871,1808.4
Y,N,COMP,A+,1342,26871.666666666668
,Y,SS,A,1841,21214.64285714286
N,N,SS,G,2147,132308.5
N,Y,SS,G,2398,20333.166666666668
N,N,COMP,A,597,42487.0
,N,COMP,A+,818,9786.8
N,Y,SS,G,1118,20975.0
,N,SS,A,2141,25717.4
Y,N,SS,A,350,5456.583333333333
,Y,COMP,G,2315,7144.0
N,N,SS,B,1183,31697.14285714286
Y,N,SS,A+,1054,2644.0
,Y,COMP,G,1223,61007.666666666664
,N,COMP,A,360,24358.833333333332
,Y,COMP,A,476,7740.0
,N,COMP,A+,1351,38800.8
Y,N,COMP,B,1978,7836.25
Y,N,COMP,A,1397,4639.833333333333
Y,Y,COMP,A+,2765,59855.0
,N,SS,A+,792,77577.66666666667
Y,Y,COMP,A,278,42292.833333333336
,N,COMP,B,745,54559.5
,N,COMP,A,1801,9883.90909090909
Y,N,COMP,A+,2320,6489.25
,Y,SS,B,136,9301.25
Y,N,COMP,A+,1943,9372.461538461539
,N,SS,A,748,12367.785714285714
,N,SS,A+,545,20906.384615384617
,N,COMP,B,2581,16833.066666666666
,Y,SS,A+,120,7342.545454545455
Y,Y,SS,A+,1790,24468.5
Y,N,COMP,A,355,120157.5
Y,N,COMP,A+,485,7546.4
N,N,COMP,B,2422,244.44444444444446
Y,N,COMP,B,1448,28886.4
Y,N,SS,B,1868,5149.0
,Y,SS,A,1525,138859.0
,Y,SS,G,2755,18216.416666666668
N,N,SS,G,329,14383.5
N,N,SS,G,2483,77461.0
Y,N,SS,B,2570,6073.909090909091
,N,COMP,A+,1683,110204.0
,N,COMP,G,276,19658.4
N,Y,COMP,A+,2555,29142.714285714286
Y,Y,SS,B,513,76272.5
N,N,SS,A,33,21479.75
Y,Y,COMP,A+,54,21115.777777777777
,Y,COMP,G,44,45356.0
N,Y,COMP,B,2188,5332.714285714285
N,N,SS,A,2110,29966.4
,N,SS,G,1820,24427.5
N,Y,COMP,A+,335,6040.545454545455
Y,N,SS,B,1430,352.45454545454544
,N,SS,G,1652,3723.4
N,Y,COMP,B,698,15371.714285714286
,N,COMP,B,2444,20170.875
,N,COMP,A,985,14758.444444444445
N,Y,COMP,A,1848,236882.0
N,Y,COMP,G,693,8992.5
,N,SS,A,832,252514.0
,Y,COMP,A,301,8294.666666666666
N,Y,SS,B,2754,14203.733333333334
Y,Y,COMP,G,1528,41880.25
,N,SS,B,1899,8335.2
,Y,COMP,B,2070,96878.5
N,Y,SS,A,2047,1511.9
N,N,COMP,B,964,34001.125
N,N,COMP,A+,1092,8234.083333333334
Y,N,SS,B,1747,19461.625
N,Y,SS,A,1009,110139.5
Y,Y,COMP,B,1425,49570.75
,Y,SS,A,2277,7310.066666666667
,Y,SS,A,1921,21497.8
,N,SS,G,1228,129155.5
Y,Y,COMP,B,2298,56268.25
N,Y,COMP,G,1714,11346.0
N,N,COMP,B,2227,40827.5
Y,N,SS,A,1966,100231.0
Y,Y,COMP,A+,899,7233.777777777777
N,Y,SS,A,63,10350.4
N,Y,COMP,A,433,64284.0
N,Y,SS,A,363,141.84615384615384
,N,SS,G,305,95291.5
,Y,SS,B,546,19035.3
Y,Y,SS,B,1927,38921.666666666664
Y,N,COMP,A,1124,6141.666666666667
Y,Y,COMP,B,1818,13565.25
Y,Y,SS,A,1504,46050.333333333336
,Y,COMP,A,2391,19119.928571428572
,N,SS,B,541,14416.538461538461
N,N,COMP,B,1041,41227.666666666664
,N,COMP,A,1352,16958.0
,Y,SS,A+,2789,20962.0
,Y,COMP,B,1310,3177.6153846153848
,Y,SS,G,238,3839.181818181818
Y,Y,COMP,A,1266,18362.75
Y,N,COMP,A+,1198,104568.0
N,Y,COMP,G,257,14254.642857142857
Y,Y,SS,B,1644,15622.363636363636
Y,N,SS,B,2060,26337.2
Y,Y,COMP,A+,153,32402.75
Y,N,SS,G,1551,23649.428571428572
Y,Y,SS,A+,1792,19288.3
Y,N,SS,A,1327,7663.142857142857
N,N,COMP,A,309,20515.666666666668
N,Y,SS,A+,457,141436.0
,Y,COMP,G,2135,194417.0
,Y,COMP,G,1851,24478.11111111111
Y,N,COMP,A+,1021,6862.25
N,Y,COMP,A+,1362,14306.4
Y,N,SS,A+,2671,6352.363636363636
,Y,SS,A+,2228,34446.0
N,Y,COMP,G,2047,18818.466666666667
,Y,SS,A+,1688,93710.33333333333
Y,Y,COMP,B,2185,176686.0
,Y,COMP,B,2631,12472.0
N,Y,SS,B,2375,18701.2
Y,N,SS,G,1688,97077.0
N,Y,SS,G,2319,27333.5
,Y,COMP,A+,2758,239708.0
,N,COMP,A+,1465,20534.333333333332
N,N,COMP,B,431,28122.125
Y,N,COMP,G,1727,43723.333333333336
,N,COMP,A+,841,43650.0
N,Y,SS,A+,2191,12978.333333333334
,Y,COMP,A,1501,5125.1
,N,COMP,B,2789,4732.133333333333
N,N,COMP,B,1831,36377.0
Y,N,SS,A+,2679,228624.0
Y,N,SS,A+,2762,25722.81818181818
N,Y,SS,A+,394,8368.4
,Y,COMP,G,2715,20788.090909090908
Y,N,SS,A+,114,20635.23076923077
,Y,COMP,B,910,24019.625
N,N,COMP,A+,1192,16455.555555555555
Y,Y,SS,A+,596,20909.928571428572
Y,N,SS,B,1672,28407.5
N,N,SS,B,1672,7524.25
Y,N,SS,A,2072,1811.0
,Y,COMP,B,204,36713.8
,N,SS,G,1479,116.41666666666667
Y,Y,SS,B,288,26611.727272727272
N,Y,SS,B,947,295.42857142857144
Y,Y,COMP,B,2087,6070.444444444444
Y,N,COMP,B,56,18232.866666666665
,Y,COMP,A+,571,18597.454545454544
N,Y,COMP,A,1179,7462.571428571428
,Y,SS,B,957,20471.5
N,N,COMP,A+,16,1722.5
Y,N,COMP,A+,1692,16711.214285714286
Y,N,SS,G,2120,17503.8
N,Y,COMP,A,2291,14546.266666666666
Y,Y,COMP,B,1439,10992.25
N,N,SS,A+,2102,22337.0
N,N,SS,A+,1022,5561.2
N,N,COMP,A+,982,9571.846153846154
N,Y,SS,A+,835,263.0
N,Y,SS,A+,828,5138.6
Y,Y,SS,A+,2021,20128.11111111111
N,Y,SS,B,1898,11956.0
Y,Y,SS,B,2072,9923.0
,Y,SS,B,2243,18881.5
,Y,SS,A+,817,32898.666666666664
Y,N,COMP,G,2232,30727.6
N,Y,COMP,B,1497,49259.333333333336
,Y,SS,A,2178,25300.5
N,Y,SS,A+,1511,19684.0
,N,SS,G,558,219565.0
Y,N,COMP,B,2180,125967.0
,N,COMP,B,1888,16248.666666666666
Y,N,SS,B,1657,9527.75
,N,COMP,G,1445,36695.0
N,Y,SS,G,2790,26109.0
Y,N,COMP,B,2350,48069.4
N,Y,COMP,B,2445,384.75
N,Y,SS,A+,1179,2598.0
,N,COMP,B,1273,7327.8
Y,Y,SS,G,189,70320.5
Y,Y,SS,A+,236,34384.0
,Y,COMP,A+,623,27983.0
Y,N,SS,G,1411,11917.5
Y,Y,SS,B,2741,10713.333333333334
N,N,COMP,G,624,88372.5
,Y,COMP,B,18,13092.733333333334
N,Y,COMP,A,705,108357.0
Y,Y,SS,A+,1016,4204.090909090909
,Y,SS,A+,162,149084.0
N,Y,COMP,A,1003,19894.666666666668
,Y,COMP,A+,1344,6710.8
,Y,COMP,G,726,1561.2857142857142
Y,N,SS,A+,770,12067.083333333334
Y,Y,COMP,G,1165,25905.6
,Y,SS,G,510,45912.666666666664
,N,SS,A,998,18412.666666666668
N,Y,SS,A,2503,21887.777777777777
Y,Y,COMP,A+,2750,15028.461538461539
Y,N,COMP,G,377,3580.0
N,Y,SS,A+,1862,1162.5384615384614
Y,N,SS,A,2671,94961.0
N,N,COMP,G,1149,14192.461538461539
N,N,COMP,A+,2182,19415.3
,Y,COMP,A,2079,16463.2
Y,N,SS,G,1826,32428.444444444445
N,Y,SS,G,2478,76392.66666666667
,N,COMP,B,1695,7121.166666666667
,N,COMP,A+,224,48323.0
,N,COMP,G,2194,6791.642857142857
Y,Y,SS,G,592,6306.642857142857
,N,COMP,B,626,19734.333333333332
N,Y,COMP,B,2319,24654.0
,Y,SS,A+,1537,2358.4444444444443
,N,COMP,G,888,17773.727272727272
N,Y,SS,G,2509,20444.76923076923
N,N,SS,A+,2416,42361.5
,N,COMP,A+,1354,16668.23076923077
N,N,SS,B,2146,52608.6
Y,N,COMP,G,408,6284.090909090909
,Y,COMP,B,311,24987.75
N,N,SS,A,2769,27146.090909090908
N,Y,SS,G,1286,20914.11111111111
Y,Y,COMP,A+,1385,7559.333333333333
Y,Y,COMP,A+,1673,20465.25
N,Y,SS,B,1663,13257.533333333333
,N,SS,A,2720,9118.5
,Y,COMP,A,1047,24742.5
Y,N,COMP,A+,2678,25395.6
,N,SS,A,1122,806.5
Y,Y,SS,A+,1047,14238.181818181818
,N,SS,B,93,20441.88888888889
Y,Y,SS,A,1017,13551.222222222223
,Y,SS,B,1143,33255.125
Y,Y,COMP,A+,255,18184.733333333334
N,N,SS,A+,2349,9689.615384615385
Y,N,SS,A,1201,6973.285714285715
N,Y,SS,A,2312,89549.5
,N,SS,A,1422,71715.0
,Y,COMP,B,1321,41466.0
N,N,SS,A+,1695,3789.6666666666665
,Y,SS,B,1074,13200.57142857143
,N,SS,A,2013,4890.846153846154
N,N,SS,A,914,24417.0
N,Y,SS,G,2208,59029.0
Y,Y,SS,A+,2598,25975.2
N,N,COMP,B,2778,16242.153846153846
N,Y,COMP,A,2002,42988.0
N,N,SS,G,1531,15835.357142857143
Y,Y,COMP,A,1177,14034.714285714286
N,N,COMP,B,189,10259.0
,N,SS,A+,2483,54592.0
N,Y,COMP,A+,252,344.4
,N,COMP,G,1694,21273.85714285714
,Y,COMP,A+,336,5369.181818181818
,Y,SS,A,2413,17627.916666666668
Y,Y,COMP,A+,1970,26048.625
Y,N,SS,B,1792,28868.0
N,Y,SS,G,2721,200.25
Y,N,SS,A,807,3267.285714285714
Y,N,COMP,G,1825,36044.25
Y,Y,COMP,B,2460,34228.333333333336
,Y,SS,B,2419,19354.428571428572
Y,Y,COMP,A+,1759,96331.0
N,N,COMP,B,398,15582.538461538461
Y,N,SS,G,2116,16636.5
N,Y,COMP,A,2308,70090.5
Y,N,COMP,A+,1563,8216.214285714286
N,N,SS,G,1247,122207.0
,N,COMP,A+,1824,6476.5
Y,N,COMP,A+,2465,184523.0
Y,Y,SS,A+,1393,16693.916666666668
,N,SS,A,2371,18674.8
Y,Y,COMP,A+,413,29855.7
N,N,SS,A,1413,12711.916666666666
Y,N,COMP,G,2190,16210.5
,N,COMP,A,610,21003.0
Y,N,SS,A,561,7181.125
,N,SS,A+,2596,6782.272727272727
N,N,COMP,A,280,17081.636363636364
Y,N,COMP,G,2403,21171.75
N,N,COMP,G,502,714.75
Y,Y,COMP,B,1422,8872.846153846154
N,Y,SS,G,645,140784.0
N,Y,SS,A+,1369,3091.0
,Y,SS,G,411,60299.0
Y,Y,COMP,G,1226,71058.75
Y,Y,COMP,A,493,7460.266666666666
,Y,SS,A,122,9698.0
Y,N,COMP,B,2385,162024.0
N,N,COMP,B,370,2309.3636363636365
,Y,COMP,A+,1240,15269.57142857143
,N,SS,A,567,17383.727272727272
N,Y,SS,G,2537,74218.0
N,Y,SS,A+,1126,13045.0
Y,N,SS,A,2145,12528.166666666666
Y,N,SS,B,1310,27985.5
Y,N,SS,G,987,22111.0
,Y,COMP,A+,738,84.4
,N,COMP,B,2294,26196.75
,N,SS,G,800,276779.0
N,N,COMP,A,1337,61364.75
N,Y,COMP,G,1981,22723.153846153848
,Y,COMP,G,1185,66998.33333333333
Y,Y,SS,A+,1785,7233.727272727273
,N,SS,A,80,118787.5
Y,N,SS,A,2749,16471.8
,N,SS,A,1978,14957.166666666666
N,N,SS,G,2139,5736.0
N,N,SS,A,822,186.75
N,Y,SS,G,2626,352.5
N,N,COMP,A,1595,9897.5
,Y,SS,G,438,11874.538461538461
Y,N,COMP,B,1249,23491.5
Y,N,SS,G,525,142650.0
N,N,SS,G,1491,32603.375
Y,N,COMP,B,903,20219.5
N,Y,COMP,G,2176,24562.571428571428
,Y,COMP,A,1045,1847.2
N,N,COMP,G,1287,5034.416666666667
,Y,COMP,G,1097,36432.0
Y,N,COMP,G,438,15207.461538461539
N,N,SS,G,2117,9096.0
Y,N,COMP,A,1385,35688.0
,Y,SS,A+,252,140952.5
Y,Y,COMP,A+,1036,46842.666666666664
,N,SS,A,2119,18032.0
Y,Y,COMP,B,850,4423.571428571428
Y,N,COMP,A,1024,9140.8
Y,N,COMP,A+,1816,40389.5
N,Y,COMP,A,678,4731.846153846154
Y,N,SS,A+,2387,66849.25
Y,N,COMP,B,1509,3908.714285714286
N,Y,COMP,G,164,14805.583333333334
Y,N,SS,G,700,18471.53846153846
N,Y,COMP,A,1899,38420.333333333336
,Y,SS,B,915,9536.833333333334
N,Y,SS,G,1349,20555.6
,Y,SS,B,10,257842.0
,Y,SS,G,909,33145.0
,Y,SS,A+,1063,2383.0
,N,COMP,A+,1109,5516.0
N,N,SS,G,776,61568.0
N,Y,COMP,G,229,5149.785714285715
,Y,SS,G,383,9681.2
N,N,SS,A+,796,20070.071428571428
Y,Y,SS,B,1855,5725.7692307692305
N,Y,SS,A,1681,7676.166666666667
,N,SS,B,1023,15167.933333333332
N,Y,COMP,A,1655,13791.42857142857
,N,SS,G,2008,2910.0
N,N,COMP,A,1409,6440.625
,Y,COMP,A+,706,8005.666666666667
,N,SS,A+,2192,49050.333333333336
